推荐日,推荐排名,极度推荐排名,极度推荐分,涨停基因分,推荐度,代码,名称,推荐日收盘,T+1涨跌%,T+2累计%,T+3累计%,T+4累计%,T+5累计%,T+6累计%,5日最高涨幅%,5日最低涨幅%,6日最高涨幅%,6日最低涨幅%,首次≥3%,首次≥5%,首次≥8%,6日内涨停,6日涨停次数,6日内跌停,6日跌停次数,买入后6日最高涨幅%,买入后6日最低涨幅%,买入后首次≥8%,6日结果,T+1开盘买入,买入价,交易结果,持有交易日,卖出价,净收益%,第一止盈%,第二止盈%,软止损%,硬止损%,首止盈卖出仓位%,首次止盈日,最终清仓日,最高浮盈%,最大浮亏%,交易备注,原T+5收盘%
2026-04-15,1,1,77.3,84.2,67.8,600744,华银电力,7.55,-0.79,-0.66,7.02,9.4,7.15,12.19,9.67,-3.71,15.76,-3.71,T+3,T+3,T+4,否,0,否,0,15.76,-3.71,T+4,完整6日,是,7.55,强势止盈/清仓,3,8.0,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,7.28,-3.71,2026-04-20达到第一止盈：卖出50%；达到第二止盈,7.15
2026-04-29,1,1,89.6,44.4,60.7,002329,皇氏集团,4.12,6.8,5.34,6.31,7.04,10.19,11.89,14.08,0.0,14.08,0.0,T+1,T+1,T+1,否,0,否,0,13.25,-0.72,T+2,完整6日,是,4.15,移动止盈退出,2,4.34,3.59,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,9.16,-0.72,2026-04-30盘中达到第一止盈，但T+1不可卖；2026-05-06达到第一止盈：卖出50%；2026-05-06从峰值回撤约3.5%后退出,10.19
2026-04-30,1,1,80.7,55.0,59.0,002314,南山控股,2.52,1.19,-1.59,-0.4,0.4,-1.19,-3.17,1.59,-2.38,1.59,-3.57,,,,否,0,否,0,1.59,-3.57,,完整6日,是,2.52,T+6收盘退出,5,2.49,-1.39,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.59,-2.38,5日内未触发关键退出信号,-1.19
2026-05-06,1,1,82.2,31.3,67.2,000727,冠捷科技,2.74,5.84,6.93,4.01,4.74,4.74,2.19,9.85,0.0,9.85,0.0,T+1,T+1,T+1,否,0,否,0,9.45,-0.36,T+1,完整6日,是,2.75,强势止盈/清仓,2,2.92,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,9.45,-0.36,2026-05-07盘中达到第一止盈，但T+1不可卖；2026-05-08达到第一止盈：卖出50%；达到第二止盈,4.74
2026-05-07,1,1,85.9,43.6,46.2,002686,亿利达,7.78,1.41,2.44,0.77,4.63,1.67,0.64,6.04,-2.06,6.04,-2.06,T+2,T+4,,否,0,否,0,6.04,-2.06,,完整6日,是,7.78,移动止盈退出,3,7.84,1.69,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,3.73,-2.06,2026-05-11达到第一止盈：卖出50%；2026-05-12从峰值回撤约2.2%后退出,1.67
2026-05-08,1,1,80.5,85.0,68.6,002471,中超控股,8.76,0.68,-1.37,-0.23,-5.82,-8.56,-8.9,2.74,-9.25,2.74,-10.5,,,,否,0,否,0,0.56,-12.4,,完整6日,是,8.95,结构止损退出,4,8.25,-8.02,3.0,6.0,-3.0,-6.0,50.0,,T+4,0.56,-7.82,2026-05-12触发软止损预警；2026-05-13触发软止损预警；2026-05-14触发软止损预警；2026-05-14收盘确认结构破坏,-8.56
2026-05-11,1,1,80.7,73.0,64.8,000788,北大医药,6.34,-3.47,-6.78,-8.36,-10.57,-10.88,-9.78,-0.63,-11.99,-0.63,-11.99,,,,否,0,否,0,0.0,-11.43,,完整6日,是,6.3,结构止损退出,2,5.91,-6.39,3.0,6.0,-3.0,-6.0,50.0,,T+2,0.0,-6.35,2026-05-13触发软止损预警；2026-05-13收盘确认结构破坏,-10.88
2026-05-11,2,2,78.8,60.0,57.9,002467,二六三,7.08,-2.54,-0.71,-5.51,-4.8,-5.37,-2.26,0.0,-6.21,0.0,-6.5,,,,否,0,否,0,0.71,-5.83,,完整6日,是,7.03,T+6收盘退出,5,6.7,-4.89,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.71,-5.55,2026-05-13触发软止损预警；2026-05-14触发软止损预警；2026-05-15触发软止损预警；2026-05-18触发软止损预警,-5.37
2026-05-20,1,1,80.9,64.8,47.1,002578,闽发铝业,4.05,-4.2,-0.49,0.25,2.47,0.49,0.99,3.21,-5.43,3.21,-5.43,T+1,,,否,0,否,0,2.45,-6.13,,完整6日,是,4.08,T+6收盘退出,5,4.07,-0.45,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.45,-6.13,2026-05-22触发软止损预警；2026-05-25触发软止损预警；2026-05-26触发软止损预警,0.49
2026-05-25,1,1,79.2,60.0,52.7,603815,交建股份,7.03,-2.42,-2.13,-2.13,1.42,1.14,-8.96,3.84,-4.27,3.84,-8.96,T+5,,,否,0,是,1,4.29,-8.57,,完整6日,是,7.0,移动止盈退出,5,7.11,2.09,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,4.29,-3.86,2026-05-27触发软止损预警；2026-05-29达到第一止盈：卖出50%；2026-06-01从峰值回撤约2.2%后退出,1.14
2026-05-29,1,1,81.9,60.0,49.1,603815,交建股份,7.13,-0.28,-10.24,-12.48,-15.71,-16.97,-18.09,2.38,-17.53,2.38,-20.2,,,,否,0,是,1,2.82,-19.86,,完整6日,是,7.1,结构止损退出,2,6.4,-10.06,3.0,6.0,-3.0,-6.0,50.0,,T+2,2.82,-9.86,2026-06-02触发软止损预警；2026-06-02收盘确认结构破坏,-16.97
2026-06-01,1,1,80.2,59.6,60.3,000567,海德股份,6.3,-1.9,-3.49,-6.51,-8.25,-11.9,-12.54,0.95,-13.17,0.95,-13.65,,,,否,0,否,0,1.6,-13.1,,完整6日,是,6.26,结构止损退出,4,5.78,-7.87,3.0,6.0,-3.0,-6.0,50.0,,T+4,1.6,-8.31,2026-06-03触发软止损预警；2026-06-04触发软止损预警；2026-06-05触发软止损预警；2026-06-05收盘确认结构破坏,-11.9
2026-06-04,1,1,86.4,72.2,67.6,002374,中锐股份,3.52,-2.56,-1.14,-5.4,-4.55,-9.09,-8.81,4.55,-9.94,4.55,-10.8,T+2,,,否,0,否,0,3.66,-11.55,,完整6日,是,3.55,移动止盈退出,2,3.48,0.31,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,3.66,-6.2,2026-06-08达到第一止盈：卖出50%；2026-06-08从峰值回撤约2.2%后退出,-9.09
2026-06-05,1,1,82.6,53.0,51.2,002596,海南瑞泽,3.77,-3.71,-3.18,-2.39,-4.51,-3.18,-4.51,1.06,-6.63,1.06,-6.63,,,,否,0,否,0,2.7,-5.12,,完整6日,是,3.71,T+6收盘退出,5,3.65,-1.82,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.7,-5.12,2026-06-09触发软止损预警；2026-06-10触发软止损预警；2026-06-11触发软止损预警,-3.18
2026-06-11,1,1,80.1,49.7,42.2,603333,福华尚纬,8.9,-4.38,-4.16,-6.52,-8.99,-10.11,-10.56,0.34,-11.01,0.34,-13.26,,,,否,0,否,0,0.34,-13.26,,完整6日,是,8.9,结构止损退出,4,8.1,-9.19,3.0,6.0,-3.0,-6.0,50.0,,T+4,0.34,-9.44,2026-06-15触发软止损预警；2026-06-16触发软止损预警；2026-06-17触发软止损预警；2026-06-17收盘确认结构破坏,-10.11
2026-07-10,1,1,78.0,72.0,46.8,000608,阳光股份,6.04,0.33,7.45,10.76,11.59,7.62,-1.49,18.05,-4.64,18.05,-4.64,T+1,T+1,T+2,否,0,否,0,18.24,-4.48,T+2,完整6日,是,6.03,强势止盈/清仓,2,6.39,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,8.79,-4.48,2026-07-13盘中达到第一止盈，但T+1不可卖；2026-07-14达到第一止盈：卖出50%；达到第二止盈,7.62
2026-07-15,1,1,81.3,43.2,58.6,603980,吉华集团,6.2,-2.9,-0.48,-2.42,-2.1,-4.35,-0.81,3.23,-7.58,3.23,-7.58,T+2,,,否,0,否,0,3.39,-7.43,,完整6日,是,6.19,移动止盈退出,2,6.17,1.14,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,3.39,-3.23,2026-07-17达到第一止盈：卖出50%；2026-07-17从峰值回撤约2.2%后退出,-4.35
2026-07-29,1,1,81.6,35.0,62.9,002084,海鸥住工,3.44,-2.03,1.45,1.45,2.33,2.03,2.91,4.65,-2.62,4.65,-2.62,T+2,,,否,0,否,0,4.96,-2.33,,完整6日,是,3.43,移动止盈退出,2,3.49,2.17,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,4.66,-2.33,2026-07-31达到第一止盈：卖出50%；2026-07-31从峰值回撤约2.2%后退出,2.03
2026-08-05,1,1,79.3,44.6,51.4,605377,华旺科技,9.05,0.77,-0.22,3.87,-0.44,0.66,1.1,4.75,-1.88,4.75,-1.88,T+3,,,否,0,否,0,4.75,-1.88,,完整6日,是,9.05,移动止盈退出,4,9.01,1.08,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,4.75,-1.77,2026-08-10达到第一止盈：卖出50%；2026-08-11从峰值回撤约2.2%后退出,0.66
2026-08-25,1,1,77.8,32.9,66.6,000785,居然智家,2.29,0.0,-1.75,0.0,-0.44,1.75,0.87,3.06,-2.62,3.06,-2.62,T+5,,,否,0,否,0,3.96,-1.76,,完整6日,是,2.27,移动止盈退出,4,2.28,1.52,3.0,6.0,-3.0,-6.0,50.0,T+4,T+4,3.52,-1.76,2026-08-31达到第一止盈：卖出50%；2026-08-31从峰值回撤约2.2%后退出,1.75
2026-08-26,1,1,83.6,63.0,80.1,600192,长城电工,7.11,0.28,0.14,-0.7,0.98,3.66,1.55,5.06,-2.39,5.06,-2.39,T+5,T+5,,否,0,否,0,5.06,-2.39,,完整6日,是,7.11,首止盈后T+6退出,5,7.37,3.13,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,5.06,-2.39,2026-09-02达到第一止盈：卖出50%,3.66
2026-08-26,2,2,80.1,54.2,66.3,600676,久事动娱,6.78,0.29,-0.15,0.44,1.92,-1.03,0.0,2.21,-1.62,4.72,-1.62,T+6,,,否,0,否,0,4.41,-1.91,,完整6日,是,6.8,T+6收盘退出,5,6.71,-1.52,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.91,-1.91,5日内未触发关键退出信号,-1.03
2026-08-26,3,3,80.0,72.9,81.4,000595,新能股份,5.95,-3.36,-3.7,-2.35,-3.53,-3.19,-4.87,2.35,-7.39,2.35,-7.39,,,,否,0,否,0,3.57,-6.29,,完整6日,是,5.88,移动止盈退出,5,5.76,0.28,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,3.57,-6.29,2026-08-28触发软止损预警；2026-08-31触发软止损预警；2026-09-01触发软止损预警；2026-09-02达到第一止盈：卖出50%；2026-09-02从峰值回撤约2.2%后退出,-3.19
2026-08-27,1,1,88.1,54.4,81.0,002197,证通电子,7.01,-2.14,-0.43,0.86,0.86,0.43,0.86,2.28,-4.42,4.71,-4.42,T+6,,,否,0,否,0,4.41,-4.69,,完整6日,是,7.03,T+6收盘退出,5,7.04,-0.06,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.99,-4.69,2026-08-31触发软止损预警,0.43
2026-08-27,2,2,84.8,49.8,71.5,603980,吉华集团,6.82,4.11,5.57,16.13,7.18,12.76,16.42,19.5,-0.29,23.31,-0.29,T+1,T+1,T+3,是,1,否,0,21.36,-1.88,T+3,完整6日,是,6.93,强势止盈/清仓,2,7.35,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.06,-1.88,2026-08-28盘中达到第一止盈，但T+1不可卖；2026-08-31达到第一止盈：卖出50%；达到第二止盈,12.76
2026-08-28,1,1,88.8,75.4,74.5,600617,国新能源,3.46,-0.58,0.58,0.0,-3.76,-2.89,-3.76,2.6,-4.34,2.6,-4.91,,,,否,0,否,0,2.9,-4.64,,完整6日,是,3.45,T+6收盘退出,5,3.36,-2.81,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.9,-4.06,2026-09-03触发软止损预警；2026-09-04触发软止损预警,-2.89
2026-08-28,2,2,84.2,61.5,74.4,605388,均瑶健康,6.26,-1.92,0.8,-1.92,-3.51,-1.28,3.67,1.44,-3.99,5.43,-3.99,T+6,T+6,,否,0,否,0,4.76,-4.6,,完整6日,是,6.3,T+6收盘退出,5,6.18,-2.1,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.79,-4.6,2026-09-02触发软止损预警；2026-09-03触发软止损预警；2026-09-04触发软止损预警,-1.28
2026-08-28,3,3,84.1,46.1,76.7,000990,诚志股份,6.68,0.45,2.25,0.15,-0.9,-3.14,-2.25,3.74,-3.89,3.74,-3.89,T+2,,,否,0,否,0,4.05,-3.6,,完整6日,是,6.66,移动止盈退出,3,6.69,1.53,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,4.05,-1.95,2026-09-01达到第一止盈：卖出50%；2026-09-02从峰值回撤约2.2%后退出,-3.14
2026-08-31,1,1,83.2,56.1,72.9,002659,凯文教育,4.64,2.37,2.8,-1.72,-0.22,0.22,3.88,3.88,-2.37,5.82,-2.37,T+2,T+6,,否,0,否,0,6.51,-1.74,,完整6日,是,4.61,移动止盈退出,3,4.56,0.76,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,4.56,-1.74,2026-09-01盘中达到第一止盈，但T+1不可卖；2026-09-02达到第一止盈：卖出50%；2026-09-03从峰值回撤约2.2%后退出,0.22
2026-08-31,2,2,82.5,67.9,71.9,002474,榕基软件,6.37,3.61,2.98,1.41,2.98,2.35,3.3,4.87,-0.78,4.87,-0.78,T+1,,,否,0,否,0,5.2,-0.47,,完整6日,是,6.35,移动止盈退出,3,6.46,2.17,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,4.09,-0.47,2026-09-01盘中达到第一止盈，但T+1不可卖；2026-09-02达到第一止盈：卖出50%；2026-09-03从峰值回撤约2.2%后退出,2.35
2026-09-01,1,1,79.3,69.2,65.8,002546,新联电子,8.03,-1.0,-0.62,-1.25,-3.74,-3.24,-3.24,0.75,-4.11,0.75,-4.11,,,,否,0,否,0,1.12,-3.75,,完整6日,是,8.0,T+6收盘退出,5,7.77,-3.08,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.12,-3.75,2026-09-07触发软止损预警；2026-09-08触发软止损预警,-3.24
2026-09-01,2,2,78.8,82.9,75.1,002309,中利集团,3.06,-0.33,-1.63,-2.29,-1.96,0.33,-0.65,0.65,-3.27,0.65,-3.27,,,,否,0,否,0,1.32,-2.63,,完整6日,是,3.04,T+6收盘退出,5,3.07,0.79,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.32,-2.63,5日内未触发关键退出信号,0.33
2026-09-03,1,1,78.8,64.5,54.8,600863,华能蒙电,4.72,0.0,-1.48,2.54,3.39,3.18,2.54,4.66,-2.12,4.66,-2.12,T+4,,,否,0,否,0,4.66,-2.12,,完整6日,是,4.72,首止盈后T+6退出,5,4.87,2.89,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,4.66,-2.12,2026-09-09达到第一止盈：卖出50%,3.18
2026-09-08,1,1,84.3,59.2,59.8,002030,达安基因,5.62,-2.14,-3.74,-6.05,-4.8,-7.3,-7.12,-0.18,-7.47,-0.18,-8.19,,,,否,0,否,0,0.0,-8.02,,完整6日,是,5.61,T+6收盘退出,5,5.21,-7.33,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-7.31,2026-09-10触发软止损预警；2026-09-11触发软止损预警；2026-09-14触发软止损预警；2026-09-15触发软止损预警,-7.3
2026-09-09,1,1,84.2,50.4,44.7,000630,铜陵有色,6.57,-1.07,-6.09,-7.31,-8.37,-7.31,-8.37,0.91,-8.98,0.91,-8.98,,,,否,0,否,0,0.61,-9.26,,完整6日,是,6.59,结构止损退出,2,6.17,-6.57,3.0,6.0,-3.0,-6.0,50.0,,T+2,0.61,-8.5,2026-09-11触发软止损预警；2026-09-11收盘确认结构破坏,-7.31
2026-09-09,2,2,82.5,78.3,45.1,000751,锌业股份,5.12,-1.56,-6.84,-8.4,-10.16,-8.01,-10.35,0.78,-10.74,0.78,-11.13,,,,否,0,否,0,0.78,-11.13,,完整6日,是,5.12,结构止损退出,2,4.77,-7.04,3.0,6.0,-3.0,-6.0,50.0,,T+2,0.78,-9.77,2026-09-11触发软止损预警；2026-09-11收盘确认结构破坏,-8.01
2026-09-14,1,1,80.0,71.9,53.7,000595,新能股份,5.55,-3.06,-2.16,-5.59,-5.05,-4.14,5.41,1.62,-5.95,5.41,-5.95,T+6,T+6,,是,1,否,0,5.03,-6.28,,完整6日,是,5.57,T+6收盘退出,5,5.32,-4.69,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.26,-6.28,2026-09-16触发软止损预警；2026-09-17触发软止损预警；2026-09-18触发软止损预警；2026-09-21触发软止损预警,-4.14
2026-09-17,1,1,81.2,40.0,68.1,002045,国光电器,9.15,-1.09,-0.98,2.73,-0.66,,,5.25,-1.86,5.25,-1.86,T+3,T+3,,否,0,否,0,5.36,-1.75,,仅有4个后续交易日,是,9.14,移动止盈退出,4,9.09,1.03,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,5.36,-1.75,2026-09-22达到第一止盈：卖出50%；2026-09-23从峰值回撤约2.8%后退出,
2026-09-18,1,1,88.0,54.8,65.5,605268,王力安防,9.63,1.25,2.49,7.27,,,,12.77,-0.42,12.77,-0.42,T+2,T+3,T+3,否,0,否,0,13.24,0.0,T+3,仅有3个后续交易日,是,9.59,移动止盈退出,3,10.33,5.16,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,13.24,0.0,2026-09-22达到第一止盈：卖出50%；2026-09-23从峰值回撤约3.5%后退出,
2026-09-18,2,2,85.6,38.3,59.7,600626,申达股份,3.68,5.71,4.08,2.99,,,,7.88,0.27,7.88,0.27,T+1,T+1,,否,0,否,0,7.59,0.0,,仅有3个后续交易日,是,3.69,移动止盈退出,2,3.83,3.2,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,7.59,0.0,2026-09-21盘中达到第一止盈，但T+1不可卖；2026-09-22达到第一止盈：卖出50%；2026-09-22从峰值回撤约2.8%后退出,
2026-09-18,3,3,84.1,48.0,68.5,000718,苏宁环球,2.01,3.48,2.99,2.99,,,,5.97,-1.99,5.97,-1.99,T+1,T+3,,否,0,否,0,5.45,-2.48,,仅有3个后续交易日,是,2.02,移动止盈退出,3,2.07,2.54,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,5.45,-2.48,2026-09-21盘中达到第一止盈，但T+1不可卖；2026-09-22达到第一止盈：卖出50%；2026-09-23从峰值回撤约2.8%后退出,
2026-09-21,1,1,91.2,51.3,87.7,605136,丽人丽妆,8.59,0.35,-1.86,,,,,1.51,-2.21,1.51,-2.21,,,,否,0,否,0,1.87,-1.87,,仅有2个后续交易日,是,8.56,T+6收盘退出,2,8.43,-1.72,3.0,6.0,-3.0,-6.0,50.0,,T+2,1.87,-1.87,5日内未触发关键退出信号,
2026-09-21,2,2,89.4,57.5,89.6,002291,遥望科技,5.64,1.24,-2.66,,,,,2.13,-3.01,2.13,-3.01,,,,否,0,否,0,0.88,-4.2,,仅有2个后续交易日,是,5.71,T+6收盘退出,2,5.49,-4.05,3.0,6.0,-3.0,-6.0,50.0,,T+2,0.88,-4.2,2026-09-23触发软止损预警,
2026-09-21,3,3,89.3,36.5,83.0,600433,冠豪高新,3.38,-0.3,-2.66,,,,,0.59,-2.96,0.59,-2.96,,,,否,0,否,0,0.29,-3.24,,仅有2个后续交易日,是,3.39,T+6收盘退出,2,3.29,-3.15,3.0,6.0,-3.0,-6.0,50.0,,T+2,0.29,-3.24,2026-09-23触发软止损预警,
2026-09-22,1,1,86.9,29.3,61.8,000917,电广传媒,7.11,-2.53,,,,,,0.28,-2.53,0.28,-2.53,,,,否,0,否,0,0.56,-2.26,,仅有1个后续交易日,是,7.09,T+6收盘退出,1,6.93,-2.46,3.0,6.0,-3.0,-6.0,50.0,,T+1,0.56,-2.26,5日内未触发关键退出信号,
2026-09-22,2,2,85.9,52.3,51.2,601616,广电电气,3.86,-2.59,,,,,,0.26,-3.11,0.26,-3.11,,,,否,0,否,0,0.0,-3.36,,仅有1个后续交易日,是,3.87,T+6收盘退出,1,3.76,-3.04,3.0,6.0,-3.0,-6.0,50.0,,T+1,0.0,-3.36,5日内未触发关键退出信号,
